image_nr,image_name,file_path,cr,concept,category_label,CR,CR_pcntile,cr_rank,filename
21144,solar_panel_06s.jpg,/home/jovyan/projects/generate-sequences/THINGS/solar_panel/solar_panel_06s.jpg,0.75,solar_panel,NA,0.842670673,94.92242595204513,2,solar_panel_2.jpg
21418,spider_web_02s.jpg,/home/jovyan/projects/generate-sequences/THINGS/spider_web/spider_web_02s.jpg,0.744186047,spider_web,NA,0.838317464,93.37094499294781,1,spider_web_1.jpg
21431,spider_web_15s.jpg,/home/jovyan/projects/generate-sequences/THINGS/spider_web/spider_web_15s.jpg,0.87804878,spider_web,NA,0.838317464,93.37094499294781,2,spider_web_2.jpg
22169,straw2_05s.jpg,/home/jovyan/projects/generate-sequences/THINGS/straw2/straw2_05s.jpg,0.925,straw2,NA,0.836098362,92.2425952045134,2,straw2_1.jpg
22174,straw2_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/straw2/straw2_10s.jpg,0.925,straw2,NA,0.836098362,92.2425952045134,1,straw2_2.jpg
22299,subway_06s.jpg,/home/jovyan/projects/generate-sequences/THINGS/subway/subway_06s.jpg,0.842105263,subway,vehicle,0.850232523,97.24964739069112,2,subway_1.jpg
22300,subway_07s.jpg,/home/jovyan/projects/generate-sequences/THINGS/subway/subway_07s.jpg,0.846153846,subway,vehicle,0.850232523,97.24964739069112,1,subway_2.jpg
22711,tab_01b.jpg,/home/jovyan/projects/generate-sequences/THINGS/tab/tab_01b.jpg,0.825,tab,NA,0.84273299,95.06346967559944,2,tab_2.jpg
22720,tab_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/tab/tab_10s.jpg,0.833333333,tab,NA,0.84273299,95.06346967559944,1,tab_1.jpg
22763,tack_02s.jpg,/home/jovyan/projects/generate-sequences/THINGS/tack/tack_02s.jpg,0.925,tack,office supply,0.845266184,95.62764456981664,2,tack_2.jpg
22771,tack_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/tack/tack_10s.jpg,0.894736842,tack,office supply,0.845266184,95.62764456981664,1,tack_1.jpg
22833,tag_08s.jpg,/home/jovyan/projects/generate-sequences/THINGS/tag/tag_08s.jpg,0.875,tag,NA,0.865683684,99.64739069111424,2,tag_2.jpg
22834,tag_09s.jpg,/home/jovyan/projects/generate-sequences/THINGS/tag/tag_09s.jpg,0.921052632,tag,NA,0.865683684,99.64739069111424,1,tag_1.jpg
22859,tamale_05s.jpg,/home/jovyan/projects/generate-sequences/THINGS/tamale/tamale_05s.jpg,0.880952381,tamale,food,0.854030849,97.88434414668548,2,tamale_2.jpg
22870,tamale_16s.jpg,/home/jovyan/projects/generate-sequences/THINGS/tamale/tamale_16s.jpg,0.8,tamale,food,0.854030849,97.88434414668548,1,tamale_1.jpg
23236,test_tube_01b.jpg,/home/jovyan/projects/generate-sequences/THINGS/test_tube/test_tube_01b.jpg,0.973684211,test_tube,container,0.833246277,91.18476727785614,1,test_tube_1.jpg
23240,test_tube_05s.jpg,/home/jovyan/projects/generate-sequences/THINGS/test_tube/test_tube_05s.jpg,0.744186047,test_tube,container,0.833246277,91.18476727785614,2,test_tube_2.jpg
23288,thermostat_07s.jpg,/home/jovyan/projects/generate-sequences/THINGS/thermostat/thermostat_07s.jpg,0.902439024,thermostat,NA,0.856391643,98.30747531734838,1,thermostat_2.jpg
23297,thermostat_16s.jpg,/home/jovyan/projects/generate-sequences/THINGS/thermostat/thermostat_16s.jpg,0.840909091,thermostat,NA,0.856391643,98.30747531734838,2,thermostat_1.jpg
23342,throne_04s.jpg,/home/jovyan/projects/generate-sequences/THINGS/throne/throne_04s.jpg,0.880952381,throne,furniture,0.836585837,92.3836389280677,1,throne_1.jpg
23348,throne_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/throne/throne_10s.jpg,0.825,throne,furniture,0.836585837,92.3836389280677,2,throne_2.jpg
23406,ticktacktoe_05s.jpg,/home/jovyan/projects/generate-sequences/THINGS/ticktacktoe/ticktacktoe_05s.jpg,0.948717949,ticktacktoe,NA,0.85672544,98.51904090267983,1,ticktacktoe_1.jpg
23413,ticktacktoe_12s.jpg,/home/jovyan/projects/generate-sequences/THINGS/ticktacktoe/ticktacktoe_12s.jpg,0.9,ticktacktoe,NA,0.85672544,98.51904090267983,2,ticktacktoe_2.jpg
23720,toothpaste_03s.jpg,/home/jovyan/projects/generate-sequences/THINGS/toothpaste/toothpaste_03s.jpg,0.926829268,toothpaste,NA,0.884135311,100.0,1,toothpaste_2.jpg
23725,toothpaste_08s.jpg,/home/jovyan/projects/generate-sequences/THINGS/toothpaste/toothpaste_08s.jpg,0.902439024,toothpaste,NA,0.884135311,100.0,2,toothpaste_1.jpg
24430,turf_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/turf/turf_10s.jpg,0.804878049,turf,NA,0.840460356,94.00564174894217,1,turf_2.jpg
24432,turf_12s.jpg,/home/jovyan/projects/generate-sequences/THINGS/turf/turf_12s.jpg,0.948717949,turf,NA,0.840460356,94.00564174894217,2,turf_1.jpg
24621,unicycle_05s.jpg,/home/jovyan/projects/generate-sequences/THINGS/unicycle/unicycle_05s.jpg,0.697674419,unicycle,vehicle,0.802856251,67.27785613540198,2,unicycle_1.jpg
24626,unicycle_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/unicycle/unicycle_10s.jpg,0.928571429,unicycle,vehicle,0.802856251,67.27785613540198,1,unicycle_2.jpg
24776,vending_machine_02s.jpg,/home/jovyan/projects/generate-sequences/THINGS/vending_machine/vending_machine_02s.jpg,0.871794872,vending_machine,electronic device,0.830769731,89.77433004231312,2,vending_machine_2.jpg
24784,vending_machine_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/vending_machine/vending_machine_10s.jpg,0.926829268,vending_machine,electronic device,0.830769731,89.77433004231312,1,vending_machine_1.jpg
24839,videocassette_07n.jpg,/home/jovyan/projects/generate-sequences/THINGS/videocassette/videocassette_07n.jpg,0.75,videocassette,NA,0.838152358,93.22990126939351,2,videocassette_1.jpg
24842,videocassette_10n.jpg,/home/jovyan/projects/generate-sequences/THINGS/videocassette/videocassette_10n.jpg,0.860465116,videocassette,NA,0.838152358,93.22990126939351,1,videocassette_2.jpg
24950,wafer_02s.jpg,/home/jovyan/projects/generate-sequences/THINGS/wafer/wafer_02s.jpg,0.825,wafer,food,0.852205256,97.46121297602257,1,wafer_2.jpg
24958,wafer_10s.jpg,/home/jovyan/projects/generate-sequences/THINGS/wafer/wafer_10s.jpg,0.85,wafer,food,0.852205256,97.46121297602257,2,wafer_1.jpg
24980,waffle_iron_02s.jpg,/home/jovyan/projects/generate-sequences/THINGS/waffle_iron/waffle_iron_02s.jpg,0.804878049,waffle_iron,electronic device,0.857519973,98.58956276445699,1,waffle_iron_2.jpg
24990,waffle_iron_12s.jpg,/home/jovyan/projects/generate-sequences/THINGS/waffle_iron/waffle_iron_12s.jpg,0.833333333,waffle_iron,electronic device,0.857519973,98.58956276445699,2,waffle_iron_1.jpg
25996,yarn_06s.jpg,/home/jovyan/projects/generate-sequences/THINGS/yarn/yarn_06s.jpg,0.846153846,yarn,NA,0.83923667,93.65303244005642,2,yarn_2.jpg
25997,yarn_07s.jpg,/home/jovyan/projects/generate-sequences/THINGS/yarn/yarn_07s.jpg,0.829268293,yarn,NA,0.83923667,93.65303244005642,1,yarn_1.jpg
